NIVEL,PUNTUAL,FALTA,CONTENIDOS,CALIFICACION,campus
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,5,NO,3,7,Boca del Río
Secundaria Anual,5,NO,5,6,Boca del Río
Secundaria Anual,4,NO,4,8,Boca del Río
Secundaria Anual,5,NO,3,8,Boca del Río
Secundaria Anual,5,NO,5,8,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,3,7,Boca del Río
Secundaria Anual,4,NO,5,8,Boca del Río
Secundaria Anual,5,SI,5,9,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,3,SI,3,7,Boca del Río
Secundaria Anual,5,NO,5,8,Boca del Río
Secundaria Anual,4,SI,4,7,Boca del Río
Secundaria Anual,4,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,3,NO,4,7,Boca del Río
Secundaria Anual,5,SI,5,9,Boca del Río
Secundaria Anual,4,NO,2,9,Boca del Río
Secundaria Anual,2,NO,3,6,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,4,9,Boca del Río
Secundaria Anual,5,SI,5,10,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,5,SI,5,10,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,4,SI,4,6,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,4,10,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,5,SI,4,5,Boca del Río
Secundaria Anual,5,NO,4,9,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,4,8,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,3,9,Boca del Río
Secundaria Anual,5,NO,4,9,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,5,8,Boca del Río
Secundaria Anual,5,NO,5,8,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,3,NO,2,6,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,4,10,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,7,Boca del Río
Secundaria Anual,4,SI,3,7,Boca del Río
Secundaria Anual,5,NO,4,6,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,SI,5,10,Boca del Río
Secundaria Anual,5,SI,4,5,Boca del Río
Secundaria Anual,5,SI,5,10,Coatzacoalcos
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,4,NO,3,7,Boca del Río
Secundaria Anual,4,NO,5,10,Boca del Río
Secundaria Anual,3,SI,3,4,Boca del Río
Secundaria Anual,5,SI,4,5,Boca del Río
Secundaria Anual,3,SI,5,9,Boca del Río
Secundaria Anual,4,SI,5,6,Boca del Río
Secundaria Anual,4,SI,4,8,Boca del Río
Secundaria Anual,4,SI,5,4,Boca del Río
Secundaria Anual,4,SI,4,8,Boca del Río
Secundaria Anual,5,NO,4,9,Boca del Río
Secundaria Anual,5,SI,5,9,Boca del Río
Secundaria Anual,5,SI,4,9,Boca del Río
Secundaria Anual,5,NO,4,9,Boca del Río
Secundaria Anual,5,SI,4,8,Boca del Río
Secundaria Anual,4,SI,5,9,Boca del Río
Secundaria Anual,5,SI,5,8,Boca del Río
Secundaria Anual,5,SI,4,8,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,4,NO,4,9,Boca del Río
Secundaria Anual,5,SI,5,10,Boca del Río
Secundaria Anual,4,NO,5,7,Boca del Río
Secundaria Anual,5,NO,4,8,Boca del Río
Secundaria Anual,4,NO,5,8,Boca del Río
Secundaria Anual,5,NO,5,6,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,4,5,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,3,NO,5,9,Boca del Río
Secundaria Anual,4,NO,3,7,Boca del Río
Secundaria Anual,3,SI,1,2,Boca del Río
Secundaria Anual,5,SI,4,8,Boca del Río
Secundaria Anual,4,NO,2,8,Boca del Río
Secundaria Anual,4,NO,4,8,Boca del Río
Secundaria Anual,5,NO,5,8,Boca del Río
Secundaria Anual,5,NO,5,7,Boca del Río
Secundaria Anual,5,NO,5,7,Boca del Río
Secundaria Anual,5,NO,4,9,Boca del Río
Secundaria Anual,4,NO,5,8,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,4,NO,5,7,Boca del Río
Secundaria Anual,5,NO,4,9,Boca del Río
Secundaria Anual,5,NO,5,8,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,4,NO,4,5,Boca del Río
Secundaria Anual,5,NO,4,8,Boca del Río
Secundaria Anual,2,NO,3,8,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,4,NO,5,5,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,4,NO,4,9,Coatzacoalcos
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,4,NO,5,8,Boca del Río
Secundaria Anual,3,NO,1,3,Boca del Río
Secundaria Anual,5,NO,3,8,Boca del Río
Secundaria Anual,4,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,4,NO,4,8,Boca del Río
Secundaria Anual,4,NO,2,7,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,4,NO,5,10,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,4,SI,4,7,Boca del Río
Secundaria Anual,4,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,5,NO,4,9,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,SI,5,9,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,5,NO,4,8,Boca del Río
Secundaria Anual,4,SI,5,9,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,4,NO,4,8,Boca del Río
Secundaria Anual,5,NO,5,10,Coatzacoalcos
Secundaria Anual,4,NO,4,8,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,4,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,3,8,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,4,NO,3,8,Boca del Río
Secundaria Anual,4,NO,5,9,Boca del Río
Secundaria Anual,5,NO,4,10,Boca del Río
Secundaria Anual,5,NO,4,8,Boca del Río
Secundaria Anual,4,SI,4,9,Boca del Río
Secundaria Anual,3,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,8,Boca del Río
Secundaria Anual,3,NO,5,10,Boca del Río
Secundaria Anual,4,NO,4,9,Boca del Río
Secundaria Anual,4,NO,5,8,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,4,SI,5,8,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,NO,4,10,Boca del Río
Secundaria Anual,4,NO,5,8,Boca del Río
Secundaria Anual,3,NO,5,8,Boca del Río
Secundaria Anual,4,NO,5,10,Boca del Río
Secundaria Anual,4,NO,3,8,Boca del Río
Secundaria Anual,4,NO,4,8,Boca del Río
Secundaria Anual,4,NO,5,8,Boca del Río
Secundaria Anual,3,SI,5,10,Boca del Río
Secundaria Anual,3,NO,3,7,Boca del Río
Secundaria Anual,5,NO,4,9,Boca del Río
Secundaria Anual,3,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,1,SI,2,6,Boca del Río
Secundaria Anual,4,NO,4,9,Boca del Río
Secundaria Anual,4,SI,5,9,Boca del Río
Secundaria Anual,3,SI,4,7,Boca del Río
Secundaria Anual,3,NO,3,7,Boca del Río
Secundaria Anual,3,SI,4,7,Boca del Río
Secundaria Anual,3,NO,4,9,Boca del Río
Secundaria Anual,5,NO,4,10,Coatzacoalcos
Secundaria Anual,3,NO,3,7,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,3,NO,3,6,Boca del Río
Secundaria Anual,5,NO,4,8,Boca del Río
Secundaria Anual,4,SI,4,7,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,4,NO,4,9,Boca del Río
Secundaria Anual,3,SI,3,2,Boca del Río
Secundaria Anual,4,SI,5,9,Boca del Río
Secundaria Anual,5,SI,5,9,Boca del Río
Secundaria Anual,5,NO,3,6,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,5,SI,5,9,Boca del Río
Secundaria Anual,4,NO,4,9,Boca del Río
Secundaria Anual,5,NO,4,9,Boca del Río
Secundaria Anual,5,NO,4,10,Boca del Río
Secundaria Anual,5,SI,5,9,Boca del Río
Secundaria Anual,4,SI,5,9,Boca del Río
Secundaria Anual,5,SI,5,10,Boca del Río
Secundaria Anual,4,SI,4,8,Boca del Río
Secundaria Anual,5,SI,5,9,Boca del Río
Secundaria Anual,5,SI,4,10,Boca del Río
Secundaria Anual,4,SI,5,10,Boca del Río
Secundaria Anual,5,SI,4,8,Boca del Río
Secundaria Anual,4,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,2,SI,4,9,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,4,NO,4,8,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,4,NO,5,9,Boca del Río
Secundaria Anual,3,NO,5,5,Boca del Río
Secundaria Anual,5,SI,5,9,Boca del Río
Secundaria Anual,3,SI,5,8,Boca del Río
Secundaria Anual,3,SI,3,7,Boca del Río
Secundaria Anual,3,NO,5,10,Boca del Río
Secundaria Anual,3,SI,5,8,Boca del Río
Secundaria Anual,4,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,9,Boca del Río
Secundaria Anual,5,NO,5,8,Boca del Río
Secundaria Anual,5,NO,5,10,Boca del Río
Secundaria Anual,4,NO,5,10,Boca del Río
Secundaria Anual,2,SI,5,7,Boca del Río
Secundaria Anual,4,SI,5,10,Boca del Río
Secundaria Anual,4,SI,5,9,Boca del Río
Secundaria Anual,4,NO,5,9,Boca del Río
Secundaria Anual,5,NO,3,9,Boca del Río
Secundaria Anual,4,SI,3,7,Boca del Río
Secundaria Anual,4,NO,4,7,Boca del Río
Secundaria Anual,2,NO,5,9,Boca del Río
Secundaria Anual,5,SI,3,7,Boca del Río
Secundaria Anual,5,NO,5,9,Coatzacoalcos
Secundaria Anual,5,NO,5,9,Coatzacoalcos
Secundaria Anual,5,NO,5,9,Coatzacoalcos
Secundaria Anual,5,NO,5,10,Coatzacoalcos
Secundaria Anual,5,NO,5,10,Coatzacoalcos
Secundaria Anual,5,NO,1,10,Coatzacoalcos
Secundaria Anual,5,NO,5,10,Coatzacoalcos
Secundaria Anual,5,NO,5,10,Coatzacoalcos
Secundaria Anual,5,SI,5,10,Coatzacoalcos
Secundaria Anual,5,SI,5,8,Coatzacoalcos
Secundaria Anual,5,NO,5,10,Coatzacoalcos
Secundaria Anual,5,NO,4,9,Coatzacoalcos
Secundaria Anual,5,NO,5,8,Coatzacoalcos
Secundaria Anual,5,NO,5,10,Coatzacoalcos
Secundaria Anual,5,NO,5,8,Coatzacoalcos
Secundaria Anual,5,NO,3,10,Coatzacoalcos
Secundaria Anual,5,NO,4,10,Coatzacoalcos
Secundaria Anual,5,NO,2,7,Coatzacoalcos
Secundaria Anual,1,NO,1,1,Coatzacoalcos
